ID.format,ID.completed,ID.case,ID.interviewer,ID.date,ID.start,ID.endDate,ID.end,ID.time,ID.name,Q1,Q2,Q3a,Q3b,Q3c,Q4,Q5:1,Q5:2,Q5:3,Q5:4,Q5:5,Q6,Q7,Q8,Q9,Q10:1,Q10:2,Q10:3,Q11,Q12,Q13,Q14,Q15,Q16:1,Q16:2,Q16:3,Q16:4,Q17,Q18a,Q19,Q20a,Q20b,Q20c,Q20d,Q21a,Q21b,Q21c,Q21d,Q22,Q23,Q24,Q25,Q26,Q27a,Q28a,Q29,Q30,Q31,NewNetEasy,Q32,Q33:1,Q33:2,Q33:3,Q33:4,Q33:5,Q34a,Q35,OverallSat,Q36,Q37,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47:1,Q47:2,Q47:3,Q47:4,Q47:5,Q47:6,Q47:7,Q47:8,Q48
Web: Snap WebHost,completed,2788a2e4-7684-42dd-adef-1fa36bdaeb32,,18/10/2021,16:50:27,18/10/2021,16:54:12,3.75,ARJE7850GR832,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,not accessed it,not accessed it,previous application from being available. I have heard from others it is more difficult to navigate,Fairly difficult,feedback from others,,,,,None of the above,,,5,not used it so neutral opinion,Clinical Commissioning Group (CCG),,North East and Yorkshire,,Hiring/Recruiting Manager,,Less frequently than quarterly,1 month,1,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,2f451cc5-bef2-4289-8f6f-390165142857,,18/10/2021,20:30:17,18/10/2021,20:36:34,6.28,ARJE3294CN630,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Easy to set up and use.,All of it.,Nothing,Extremely easy,,Frequently asked questions (FAQs),,,,,Very useful,It would straightforward and easy to use.,9,I am really pleased with the service,Other organisation type (please type in the box below),Acquired brain injury rehabilitation centre,Midlands,,HR Manager or equivalent,,Monthly,2 to 3 months,1,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,554441b7-fa15-48f0-a544-586b2ccdaf4f,,19/10/2021,08:46:09,19/10/2021,09:08:39,22.5,ARJE5723FR703,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The ease of use to be able to advertise,Unsure as not used it enough to comment,Unsure as not used it enough to comment,Fairly easy,,,,,,None of the above,,,6,Unsure as not used it enough to comment,GP practice,,Midlands,,Recruitment Team Manager,,Less frequently than quarterly,12 months or more,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),own website and grouo emailing
Web: Snap WebHost,completed,77c0719f-1a33-4b69-995a-8e102efdb3a9,,12/10/2021,15:18:43,19/10/2021,09:11:18,9712.58,ARJE2178LB909,Yes,No,Excellent,Excellent,,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Excellent,Good,Good,Excellent,Yes,Yes,,,,7,Very easy,,,,Very easy,,,,,,None of the above,,,8,,NHS Trust/Health Board,,Midlands,,Approver,,Less frequently than quarterly,12 months or more,30,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: mobile,completed,146ca5a0-7e7f-4a2a-8648-8aa85dedd48c,,19/10/2021,09:56:11,19/10/2021,10:05:03,8.87,ARJE6206IQ971,Yes,No,Poor,Fair,Poor,,Completion of the on-boarding form,Communications from NHS Jobs,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,No,,Yes,Email,,,,Twice,"Yes, fully",,No,,,,Other (Please type in the box below),I don't know why there was delays in emails being answered,Neither easy nor difficult,,8,,7,8,Good,Good,Good,Good,Yes,"No, I felt some information was missing",,,,5,Fairly difficult,,,"Having all parts of the job advert writing on one page like the old format would be a LOT quicker and easier to use, the new version is tedious, clunky and time consuming to use.",Fairly difficult,"Sections are one to a page rather than all being on one page, this is awkward and time consuming to use.",,User guides,,,,Not very useful,,2,,Other NHS organisation,,South West,,Hiring/Recruiting Manager,,Quarterly,2 to 3 months,3,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Advertising via professional bodies and local press, also via organisations website and internally"
Web: Snap WebHost,completed,7520a53f-a126-452e-8922-89d89d369435,,19/10/2021,10:19:13,19/10/2021,10:28:16,9.05,ARJE3193LE353,Yes,No,Excellent,Excellent,Excellent,the Team were very helpful and supportive,,,,,None,,Yes,,Yes,,,Other (please type in the box below),teams,Once,"Yes, fully",,Yes,,,,,,Extremely easy,Team easy to contact,,,,,Excellent,Excellent,Excellent,Excellent,Yes,Yes,,,Would like to thank the support from the Team especially Naomi and Colin -excellent service,Completely satisfied10,Extremely easy,the way that it is set up on the Dashboard - easy to use and find your job - can also assign the jobs to department or user,found the jobs easy on the new service - Draft,,Extremely easy,,,User guides,,,,Extremely useful,found the user guide easy to use,Completely satisfied 10,,NHS Trust/Health Board,,Other (please type in the box below),Wye Valley,Recruitment Officer,,At least once per day,1 month,10,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,a8ae656e-216e-4d23-a61d-6513a5ba539b,,19/10/2021,10:56:16,19/10/2021,11:08:50,12.57,ARJE2865KF611,Yes,No,Fair,Fair,Fair,,,Communications from NHS Jobs,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,No,Difficult process. Communications were delayed and didnt always answer questions raised.,Yes,Email,,,,Three times,"Yes, partially",,Yes,,,,,,Neither easy nor difficult,,8,,6,8,Good,Fair,Good,Good,"No, there were not enough communications","No, I felt some information was missing",,Improved comms with increased levels of information.,,6,Neither easy nor difficult,"viewing/downloading of CV's, screening of applicants.","Ease of downloading CV's - Although could be improved by collating Applications into candidates, instead of one large batch.",Increase flexibility from a HR stance. organising of interview times isn't flexible for candidates. we receive many emails requesting to circumnavigate the interview times offered. Could improve this by giving access to candidate details to arrange interviews directly.,Neither easy nor difficult,,Frequently asked questions (FAQs),,,,,Useful,website is fairly self explanatory so FAQ answers were fairly standardised. Doesnt account for circumnavigating the system with some practical flexibility.,4,"Have now used NHS jobs for X 3 rounds of recruitment. Will be considering other options for next recruitment processes due to lack of flexibility, lack of candidate details, lack of quality candidates.  i.e last recruitment - offered X 7 candidates interview, only 2 accepted, both unsuitable.",GP practice,,North East and Yorkshire,,Hiring/Recruiting Manager,,Monthly,7 to 11 months,3,A combination of NHS Jobs and another system,,,,,,,,,
Web: Snap WebHost,completed,5dcfcf31-5b68-4f10-8baa-091ce5b786b4,,13/10/2021,10:26:08,19/10/2021,12:02:11,8736.05,ARJE3492KI429,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The ability to advertise easily,The automatic rejection option and also the interview option,The option to give an update when the interviewee cancels,Fairly easy,,,,,,None of the above,,,8,It was fairly easy to use,NHS Trust/Health Board,,Prefer not to say,,Other job role (please type in the box below),Liaison Project Officer,Less frequently than quarterly,2 to 3 months,1,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Social Media
Web: Snap WebHost,completed,617dddb6-657c-4dde-baec-0f1fc7561230,,12/10/2021,14:49:52,19/10/2021,13:21:43,9991.85,ARJE4399HJ719,Yes,No,Good,Good,Good,,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,,Good,Yes,Yes,,,,8,Extremely easy,,,,Very easy,,,,,,None of the above,,,5,,GP practice,,South East,,Hiring/Recruiting Manager,,Less frequently than quarterly,12 months or more,7,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,49ec3a6e-62aa-4ec6-8d5d-c83cb5338705,,19/10/2021,15:05:31,19/10/2021,15:10:20,4.82,ARJE6606US566,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No applicant but I now hear that someone applied on Indeed website where I didn't post any job advert, is Indeed linked to the NHS Job website? I couldn't see the applicant cv on the NHS job portal?!",didn't work well,not easy to navigate!,Extremely difficult,"difficult to navigate, not clear where to click?",,,,,None of the above,,,Completely satisfied 10,,GP practice,,East of England,,Recruitment Team Manager,,Less frequently than quarterly,1 month,1,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),primarycarecareers website
Web: Snap WebHost,completed,28828159-4e6c-49db-811b-bc573a26fc69,,21/10/2021,12:39:11,21/10/2021,13:05:08,25.95,ARJE4915TC983,Yes,No,Fair,Fair,Fair,,Completion of the on-boarding form,,,,,,Yes,,Yes,Email,,,,Once,"Yes, fully",,Yes,,,,,,Fairly easy,,Completely satisfied 10,,Completely satisfied 10,Completely satisfied 10,Good,Good,Good,Fair,Yes,Yes,,,,8,Fairly easy,,,"You can not download the applications until you have selected who you want to call for interview ??? I selected an incorrect applicant then could not go any further, had to get you to reset it for me ?? such a waste of time for all involved. When creating a job vacancy , so many steps to go through , previous NHS job site was much better",Fairly difficult,"Too many steps , very cluncky , took too much time",Frequently asked questions (FAQs),User guides,,,,Useful,,3,,GP practice,,South East,,HR Manager or equivalent,,Less frequently than quarterly,1 month,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),"Media advert , LMC website"
Web: Snap WebHost,completed,c3d89d28-a359-4b91-8793-a184d100b29f,,21/10/2021,13:08:35,21/10/2021,13:27:12,18.62,ARJE7741JG767,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accessibility of information during the life of the vacancy,"I am afraid I preferred the older version, I do however like the way the information is presented to job seekers using the site, it is very clear. I don't like how all the applications come through on a single document, I would prefer multiple CV downloads",An ability to view/download applications during the life of the vacancy rather than waiting until it closes - I also think the format of the applications is difficult to manage in that it distorts the layout of the candidates' CV upload,Fairly easy,,,,,,None of the above,,,4,I think there fewer positive elements of NHS Jobs compared with the previous version,Other NHS organisation,,North West,,NHS Jobs Super User,,At least once per day,12 months or more,30,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
Web: Snap WebHost,completed,66dd9329-cd1b-48fd-b5e1-ce9b71d320b2,,22/10/2021,14:22:43,22/10/2021,14:28:07,5.4,ARJE3168DS408,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"the support with template invite letters, successful/unsuccessful letters",Pre employment checks,,Very easy,,,,,,None of the above,,,9,"The service has save me a lot of time, it has reached more potential applicants, however, i don't always find the system easy to navigate round",GP practice,,Midlands,,HR Manager or equivalent,,Quarterly,2 to 3 months,4,NHS Jobs solely,,,,,,,,,
Web: Snap WebHost,completed,58c200f5-f026-4f02-b556-5c28ff289c33,,22/10/2021,14:58:41,22/10/2021,15:07:24,8.72,ARJE8752XH163,Yes,No,Excellent,Excellent,Excellent,"SIMPLE TO USE, CLEAR EXPLANATIONS ALONG THE WAY.",,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Excellent,Excellent,Excellent,Excellent,Yes,Yes,,Everything was clear enough,no thank you,9,Fairly easy,Easy to use,cannot think of any at present,cannot think of any at present,Fairly easy,,,,,,None of the above,,,9,easy to use,GP practice,,Midlands,,Recruitment Team Manager,,Quarterly,7 to 11 months,3,Not sure,,,,,,,,,
Web: Snap WebHost,completed,ad88b8d1-651c-42f1-b095-77b9a84cc591,,22/10/2021,15:25:42,22/10/2021,15:28:15,2.55,ARJE6142FR532,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dashboard is very helpful,Dashboard,Training; not sure I'm potentiating my use of it as I'm fairly new to it...,Fairly easy,,,,,,None of the above,,,6,More through lack of training for the use of it...,GP practice,,South East,,Hiring/Recruiting Manager,,Less frequently than quarterly,7 to 11 months,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Wessex LMC
Web: Snap WebHost,completed,0d6e8a89-0aac-4ca0-aaab-be7cd2ec0eae,,22/10/2021,15:20:08,22/10/2021,15:31:30,11.37,ARJE2653UD473,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither easy nor difficult,,,,,,None of the above,,,6,,,,Prefer not to say,,,,,,,Not sure,,,,,,,,,
Web: Snap WebHost,completed,864d72f6-9296-4bb3-9ae5-bc6fb2a2fa24,,18/10/2021,09:19:43,22/10/2021,15:36:37,6136.9,ARJE3178WN548,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Havent used the system yet,Same as above,Same as above,Neither easy nor difficult,,,,,,None of the above,,,5,Havent used the system yet,NHS Trust/Health Board,,North West,,,,At least once per day,,,A combination of NHS Jobs and another system,,Trac,,,,,,,
Web: Snap WebHost,completed,740948a4-0761-45fd-9140-2778144f4f2e,,12/10/2021,16:48:14,22/10/2021,15:42:50,14334.6,ARJE9379FU108,Yes,No,Good,Good,Fair,,,,"Technical issues (e.g. internet service, firewalls, web browser compatibility)",,,,No,There was some confusion around the format of online scoring and off line scoring. Also did not realise that when you reject candidates you cannot get them back.,Yes,Email,Telephone,,,Twice,"Yes, partially",they could not rectify the problem but told us what to do for future use to avoid the problem again.,Yes,,,,,,Fairly easy,They were available by phone,Completely satisfied 10,Completely satisfied 10,Completely satisfied 10,Completely satisfied 10,Good,Good,Fair,Fair,Yes,Yes,,NA,NA,6,Fairly difficult,accessing candidate information,,Be nice to go back and change status if entered incorrectly.,Fairly easy,,,User guides,,,,Useful,,8,,Social Enterprise,,South East,,Recruitment Team Manager,,Fortnightly,1 month,6,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Hireserve
Web: Snap WebHost,completed,b3149fc4-98ed-4ffc-85d8-39304c71d572,,12/10/2021,15:52:39,24/10/2021,08:32:40,16840.02,ARJE8298KT843,Yes,No,Fair,Fair,Poor,The system is not very user friendly.,,,,,None,,Yes,,No,,,,,,,,,,,,,,,,,,,,Good,Good,Good,Fair,Yes,Yes,,The format of the website isn't very clear on how to find candidate information.,,6,Neither easy nor difficult,,,There should be an option to see the candidates information once you have chosen a particular candidate in order to contact them.,Fairly difficult,Navigating the site at times could be difficult. The layout isn't very user friendly. I have used other recruitment sites where the dashboard is easy to navigate because everything pertaining to the candidate picking is at your finger tips.,Frequently asked questions (FAQs),User guides,Videos,,,Useful,,5,,GP practice,,London,,HR Manager or equivalent,,Less frequently than quarterly,1 month,2,A combination of NHS Jobs and another system,,,,,,,,Other (please type in the box below),Indeed
